CF3,CF9,CF11,CF12,CF14,REV1_1,REV2_1
13632.0870406658,12269.2521296882,14224.4164722925,13595.903679941,12078.6059270965,9834.38497787611,9729.71451643489
13631.7146842994,12268.8142054693,14225.0787102735,13596.0044266709,12079.3610864745,9831.31223418858,9730.05027082673
13631.4912470899,12268.4125994709,14225.4991740741,13596.2230677249,12080.4413888889,9828.27221957672,9730.41607248677
13631.290517022,12268.1026991197,14225.7215611412,13596.5802036271,12081.8392507159,9825.30804061937,9730.86810478312
13631.0460267857,12267.989864477,14225.7362340561,13597.0136197917,12083.408210034,9822.57763977466,9731.40080463435
13630.7057739427,12268.1911766273,14225.6404421008,13597.5725636519,12085.0200154469,9820.26525460744,9732.03064450836
13630.1796599402,12268.7372843263,14225.52247224,13598.3694271834,12086.5948419816,9818.72800341661,9732.65044469357
13629.4176811129,12269.6110925629,14225.3802027822,13599.4866538256,12088.1714617443,9818.07124291065,9733.12052327448
13628.4811609824,12270.8346047834,14225.2902729515,13600.8967133205,12089.9410108323,9818.23987129987,9733.3039494852
13627.3464183597,12272.4293045254,14225.3530807266,13602.6100376223,12092.050786843,9819.04163334408,9733.29249274428
13625.990592006,12274.356721073,14225.5227709545,13604.6677854988,12094.4922365869,9820.08359674639,9733.20333925878
13624.5063411079,12276.5279348882,14225.8041124069,13606.9365036173,12097.0873096858,9821.34103390563,9733.27226271461
13623.0028598485,12278.8768685065,14226.204349026,13609.1969361472,12099.5612077922,9822.88975162338,9733.76374188312
13621.4700623712,12281.4237558304,14226.6406660158,13611.3388605055,12101.6726336913,9824.70376776223,9734.76160538019
13619.8666264405,12284.1626190476,14227.0264013916,13613.3269602087,12103.3481985214,9826.90132474451,9736.03737932159
13618.1368366569,12287.0042813556,14227.3428729432,13615.1164716138,12104.6183611202,9829.48964748829,9737.24388198758
13616.2122040192,12289.893768021,14227.4303058104,13616.641711446,12105.6250376802,9832.57217507645,9738.19756607689
13614.0066683087,12292.8116874658,14227.1730065681,13617.8757104543,12106.5847454844,9836.14943568692,9738.75264586754
13611.5634556726,12295.6226612903,14226.5638534123,13618.7677468729,12107.5768663594,9840.21219881501,9738.91954410797
13609.1313488398,12298.1356400528,14225.6147399098,13619.1694457275,12108.6136924008,9844.8064500165,9738.73633014407
13606.9638999118,12300.2950143298,14224.3864214065,13618.9911348104,12109.7453924162,9849.73739858906,9738.29980709877
13605.1038255441,12302.1687227931,14222.9805430339,13618.3755933046,12110.9289470777,9854.78647276544,9737.60108993482
13603.553521041,12303.8714496124,14221.4934424142,13617.4054734219,12111.9812779623,9859.77630786268,9736.59284053156
13602.3494483294,12305.4374358974,14220.006010101,13616.024962815,12112.7438639139,9864.46234432235,9735.15596237096
13601.3987778149,12306.9968702715,14218.5342629061,13614.2257749221,12113.1166872497,9868.7962716956,9733.26376168225
13600.5780378053,12308.6595845879,14216.9966688971,13612.2223575332,12113.1223882012,9872.73920820787,9730.98394334783
13599.8505533199,12310.4193226023,14215.3405236977,13610.2162586631,12112.8957757657,9876.35359043148,9728.45759110217
13599.2110134454,12312.2136593838,14213.7131680672,13608.2000644258,12112.570772549,9879.63941176471,9725.80229579832
13598.5503240117,12314.0516223046,14212.3427706649,13606.1446731806,12112.2284686658,9882.54176886792,9723.03295934412
13597.7723809524,12315.9167865586,14211.3498868625,13604.1905302263,12111.8357643814,9884.94546662164,9720.4145181808
13596.9644177387,12317.76945949,14210.8024277815,13602.4342834575,12111.3039675017,9886.70788648161,9718.03552471225
13596.3014557177,12319.5954479131,14210.7756311503,13600.7986460808,12110.5534040267,9887.51481450062,9715.90410643592
13595.8976377551,12321.303468254,14211.1108253968,13599.306095805,12109.6098395692,9887.4010776644,9713.94870068027
13595.8022718491,12322.7677917945,14211.5298170247,13598.0424315263,12108.5263484487,9886.58874872145,9712.04833844755
13596.0211152882,12323.9911671224,14211.8385383914,13596.9095033037,12107.4354072682,9885.23583618136,9709.97118534974
13596.4187101747,12325.0740156446,14211.9435999772,13595.6399240608,12106.5407394085,9883.45167466027,9707.47480815348
13596.7441391941,12326.0745444139,14211.7929464286,13594.0434844322,12105.9685720009,9881.31225274725,9704.54692307693
13596.9031858864,12327.0985972461,14211.4875880666,13592.1872248996,12105.7581004016,9878.78764429145,9701.43738554217
13596.9542161261,12328.3061985277,14211.2723775017,13590.1844030366,12105.8590763745,9875.76831492984,9698.21436220382
13596.9815680849,12329.7571837888,14211.3498045659,13588.1988665975,12106.1041732964,9872.28998097544,9694.97385045544
13597.0500970874,12331.4299156264,14211.8359598937,13586.4057998151,12106.3356443597,9868.49471682848,9691.76838592233
13597.3368532036,12333.3003388947,14212.7543517553,13584.8602983432,12106.4779677905,9864.73610763527,9688.64450469239
13597.9475859466,12335.2622433217,14214.0916829268,13583.4924262486,12106.4716068525,9861.37064285714,9685.51079036005
13598.8296530446,12337.182890907,14215.7003807195,13582.1970287577,12106.2908999884,9858.6591110723,9682.44688264059
13599.9191427404,12338.9942110177,14217.4427579365,13580.9401943277,12106.0103046219,9856.7268767507,9679.65048611111
13601.146988417,12340.683983854,14219.3703621154,13579.8562074412,12105.6744003744,9855.59354217854,9677.15834737335
13602.4214854563,12342.195085034,14221.5549771288,13579.129213582,12105.2635227539,9855.06003401361,9674.98854152006
13603.6700293945,12343.5100041152,14224.1069941211,13578.7775167549,12104.8450217519,9854.87471663727,9673.13951675485
13604.9191643093,12344.7568870816,14227.1086280057,13578.8176090288,12104.5092727487,9854.97298561999,9671.47092350307
13606.0904667376,12345.9723774075,14230.4695409429,13579.1115083304,12104.2440346213,9855.32780515184,9669.87740340305
13606.9957095475,12347.0987651031,14233.973769249,13579.376530443,12103.9928648425,9855.88089848377,9668.43945451315
13607.5101816886,12348.2300368127,14237.4861109132,13579.4723957962,12103.6975270158,9856.52500059375,9666.98542512766
13607.6451184524,12349.5176136905,14240.8960982143,13579.4768720238,12103.3299571429,9857.17981785714,9665.67928095238
13607.565452918,12350.8728869794,14244.065311493,13579.488084497,12102.9039825755,9857.71562477623,9664.48288518917
13607.5649700885,12352.2013196937,14246.8749700885,13579.627990548,12102.4824910266,9858.06955790859,9663.25611150993
13607.9229309104,12353.4019827276,14249.4118315941,13580.0867770181,12102.1900575747,9858.3235054576,9661.84830694495
13608.8449206349,12354.3596873497,14251.7650330688,13580.9299134199,12102.1696969697,9858.42392015392,9660.14174482925
13610.4118306209,12354.9690861965,14253.9170114527,13582.0814894515,12102.4457064497,9858.60608499096,9658.20209945751
13612.5458834905,12355.2777652889,14255.8770679236,13583.4749256708,12103.0761155427,9858.8321319797,9656.08964104424
13615.0183848298,12355.3289076699,14257.809229977,13585.0258960378,12104.1442396704,9859.01580758512,9653.96297225251
13617.5147673712,12355.0718355199,14259.7521562196,13586.603614553,12105.6596501458,9859.2439899174,9652.02051263362
13619.732645232,12354.4230842772,14261.5759103641,13588.1721477287,12107.5859895262,9859.61247472903,9650.40678480088
13621.4404310134,12353.3084725275,14263.1791184371,13589.6862539683,12109.9107631258,9860.2605946276,9649.27608241758
13622.5749877586,12351.5770908312,14264.4451022157,13591.0835689803,12112.5317639858,9861.26398396377,9648.50924837802
13623.2233143103,12349.0308456063,14265.2425938881,13592.4214377761,12115.274712813,9862.68392795778,9648.01027061856
13623.6206503015,12345.6228171527,14265.560675526,13593.7124074074,12117.9552750092,9864.28221730036,9647.56377507075
13623.9983876141,12341.4155779669,14265.5247532692,13594.8652528991,12120.3839168517,9865.71775906736,9646.96631939305
13624.4557928262,12336.4900878169,14265.256899196,13595.8460364873,12122.4731156463,9866.90051082251,9646.11570871985
13624.8662146577,12330.9765370784,14264.8618818204,13596.7113795883,12124.2197668651,9867.80580915179,9645.03201698909
13625.114998135,12325.1121105309,14264.3642900659,13597.451820838,12125.7017543205,9868.33722242944,9643.63859442994
13625.1772045625,12319.1789005236,14263.8201458489,13597.9337247569,12127.0708520319,9868.68890114685,9642.05834392919
13625.1415310586,12313.3068253968,14263.2994300712,13598.1466135483,12128.4416166729,9868.89390951131,9640.1589776278
13625.2473659148,12307.4562431078,14262.808481203,13598.1909993734,12129.7754467419,9868.90236152882,9638.07430075188
13625.7630964945,12301.6876284709,14262.3889452193,13598.0574751853,12130.9440853122,9868.85454642543,9635.79479331574
13626.7705650038,12296.1607993197,14262.0515306122,13597.7307716049,12131.9241106072,9868.84593663391,9633.41915154951
13628.2224763168,12291.0566489832,14261.7009959581,13597.3001787293,12132.7658791209,9868.81211633195,9630.94212327902
13630.0476874367,12286.5041242401,14261.2386923759,13596.8189577001,12133.516735689,9868.84858219352,9628.35390197568
13632.2011257143,12282.5993834921,14260.5875911111,13596.3521892063,12134.2849752381,9868.93599555556,9625.75351365079
13634.6038891011,12279.387785205,14259.738837535,13595.9677527375,12135.1915087853,9868.8131824548,9623.17110262287
13637.1453459722,12276.8512357973,14258.7053446955,13595.7608106728,12136.2078635261,9868.26768351845,9620.63933997192
13639.7367261905,12274.8265565796,14257.6251664106,13595.8162231183,12137.1991282642,9867.38344918075,9618.16051459293
13642.2423321782,12273.1911089719,14256.6694930048,13596.1019682968,12138.1082807085,9866.45634450006,9615.67974714414
13644.5535772201,12271.8604453024,14255.7668712999,13596.4091325611,12138.8529311454,9865.46872779923,9613.07146525097
13646.7221551168,12270.7274480578,14254.6453484321,13596.5396418893,12139.2978745645,9864.6626564718,9610.27574203123
13648.949672619,12269.6546163302,14253.2642113095,13596.385939441,12139.3371557971,9864.07461633023,9607.21491136129
13651.473684313,12268.5458803685,14251.7696165823,13595.8039541975,12138.9471837291,9863.7380835604,9603.88480472298
13654.3990749415,12267.3871161853,14250.1301704398,13594.784562191,12138.1684751496,9863.44622430393,9600.41585480094
13657.554446184,12266.2639993477,14248.4072420091,13593.5766764514,12137.1370528376,9862.96875016308,9597.07223679061
13660.7595565149,12265.3929650706,14246.9428198587,13592.5599228153,12136.110224359,9862.35522762951,9593.89526491366
13663.8777967992,12264.9961091434,14245.9648196248,13592.1629260134,12135.2125488653,9861.60662993572,9590.9414869474
13666.7425085504,12265.1776539069,14245.469449487,13592.6250085504,12134.4721783741,9860.67827282294,9587.86242962379
13669.2490106846,12265.9102954755,14245.465264477,13593.9563065559,12133.9064628677,9859.69160005276,9584.79598535813
13671.5714126984,12266.9882652116,14246.1445284392,13595.9516210317,12133.4934854497,9858.55917460318,9581.49337830688
13673.8996544635,12268.1290622098,14247.6481628863,13598.3306612283,12133.1226787372,9857.09889972145,9578.03018835389
13676.3230666401,12269.0338334663,14249.8948370577,13600.8818522213,12132.7657142857,9855.43754921522,9574.51294559723
13678.9109063625,12269.4504201681,14252.7714885954,13603.5244711218,12132.3955902361,9853.4764799253,9570.89060290783
13681.7736269395,12269.3169575976,14256.2949846174,13606.3078959337,12131.8747491974,9851.26055912252,9567.07009430176
13684.8677692824,12268.7564688129,14260.3531549296,13609.3198900067,12131.1453769282,9848.87694701542,9562.83039369551
13688.1355589185,12267.9169915254,14264.7262920366,13612.6585182943,12130.2305757331,9846.24305959107,9558.04348331988
13691.5461365169,12266.9982672332,14269.3384055038,13616.3367361392,12129.0911183057,9843.42077633887,9552.92657021449
13695.0082278139,12266.2137148268,14274.2019960768,13620.2872233496,12127.6045955087,9840.52811958874,9547.63592397186
13698.450320852,12265.6467908018,14279.1782119115,13624.3517663818,12125.7410371727,9837.74648622982,9542.34551824719
